CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41420036,SPIN NEW YORK,MANHATTAN,304,PARK AVENUE SOUTH,10010.0,2129828802,American,2015-10-21,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,2015-10-21,2018-11-12,Cycle Inspection / Initial Inspection
41429540,GROUND SUPPORT CAFE,MANHATTAN,399,WEST BROADWAY,10012.0,2122198722,American,2017-09-28,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19.0,A,2018-04-02,2018-11-12,Cycle Inspection / Initial Inspection
41436874,THE CROSBY STREET HOTEL,MANHATTAN,79,CROSBY STREET,10012.0,2122266400,American,2016-10-12,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,2016-10-12,2018-11-12,Cycle Inspection / Initial Inspection
41456472,B BAR AND GRILL,MANHATTAN,40,EAST    4 STREET,10003.0,2124752220,American,2018-09-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23.0,A,2016-01-25,2018-11-12,Cycle Inspection / Initial Inspection
41458571,WESTVILLE,MANHATTAN,246,WEST   18 STREET,10011.0,2129242201,American,2018-05-08,Violations were cited in the following area(s).,20E,Letter Grade or Grade Pending card not conspicuously posted and visible to passersby.,Not Critical,10.0,A,2018-07-09,2018-11-12,Administrative Miscellaneous / Initial Inspection
41462348,BENVENUTO CAFE,MANHATTAN,189,FRANKLIN STREET,10013.0,2122192373,American,2016-11-01,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,2016-11-01,2018-11-12,Cycle Inspection / Initial Inspection
41463394,HEARTLAND BREWERY,MANHATTAN,625,8 AVENUE,10018.0,6462141000,American,2017-10-30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,2017-10-30,2018-11-12,Cycle Inspection / Re-inspection
41470760,THE TOOL BOX,MANHATTAN,1742,2 AVENUE,10128.0,2123481288,American,2016-09-21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,2016-09-21,2018-11-12,Cycle Inspection / Re-inspection
41471964,DRUNKEN HORSE,MANHATTAN,225,10 AVENUE,10011.0,2126040505,American,2015-07-14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7.0,A,2015-07-14,2018-11-12,Cycle Inspection / Re-inspection
41478031,GUY & GALLARD,MANHATTAN,240,WEST   40 STREET,10018.0,2123021028,American,2016-11-03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,70.0,A,2018-09-17,2018-11-12,Cycle Inspection / Initial Inspection
41499185,BURGER & BARREL,MANHATTAN,25,WEST HOUSTON STREET,10012.0,2123347320,American,2016-05-11,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,2016-05-11,2018-11-12,Cycle Inspection / Re-inspection
41505017,MORGAN STANLEY CONFERENCE CENTER,MANHATTAN,522,5 AVENUE,10036.0,2122966699,American,2017-08-04,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,2017-08-04,2018-11-12,Cycle Inspection / Initial Inspection
41507371,LE PAIN QUOTIDIEN,MANHATTAN,2,RIVER TERRACE,10282.0,2122272300,American,2018-02-05,Violations were cited in the following area(s).,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.",Not Critical,2.0,A,2018-02-05,2018-11-12,Calorie Posting / Initial Inspection
41519587,BLIND BARBER,MANHATTAN,339,EAST 10 STREET,10009.0,2122282123,American,2018-04-24,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,31.0,C,2018-04-24,2018-11-12,Cycle Inspection / Re-inspection
41530127,INTERNATIONAL BAR,MANHATTAN,102,1 AVENUE,10009.0,2126774595,American,2017-08-22,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10.0,A,2017-08-22,2018-11-12,Cycle Inspection / Initial Inspection
41541587,PIER 79/NY WATERWAY SEATTLE CAFE,MANHATTAN,PIER 79,W 38TH ST,10018.0,917536391_,American,2016-07-01,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,17.0,B,2016-07-01,2018-11-12,Cycle Inspection / Re-inspection
41567381,GOOGLE-TRUCK PIT,MANHATTAN,111,8 AVENUE,10011.0,2125659548,American,2018-04-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2018-04-16,2018-11-12,Cycle Inspection / Initial Inspection
41578619,MCDONALD'S,MANHATTAN,444,LENOX AVENUE,10037.0,2122837798,American,2017-09-15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2017-09-15,2018-11-12,Cycle Inspection / Re-inspection
41583495,ELECTRIC ROOM,MANHATTAN,355,WEST   16 STREET,10011.0,2122292511,American,2018-03-23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2018-03-23,2018-11-12,Cycle Inspection / Initial Inspection
41612080,THE GREY DOG MULBERRY,MANHATTAN,244,MULBERRY STREET,10012.0,2129661060,American,2018-03-06,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10.0,A,2018-04-17,2018-11-12,Cycle Inspection / Initial Inspection
41612489,PREMIER CAFE,MANHATTAN,856,7 AVENUE,10019.0,2127574477,American,2017-05-19,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2017-05-19,2018-11-12,Cycle Inspection / Initial Inspection
41614537,FLAMING SADDLES SALOON,MANHATTAN,793,9 AVENUE,10019.0,2127130481,American,2018-10-24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2018-10-24,2018-11-12,Cycle Inspection / Re-inspection
41618158,STONE STREET COFFEE COMPANY,MANHATTAN,132,9 AVENUE,10011.0,6465591671,American,2018-03-09,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,5.0,A,2018-03-09,2018-11-12,Cycle Inspection / Re-inspection
41621240,CITY SWIGGERS,MANHATTAN,320,EAST   86 STREET,10028.0,2125702000,American,2017-09-25,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,2017-09-25,2018-11-12,Cycle Inspection / Initial Inspection
41625961,DUNKIN' DONUTS,MANHATTAN,149,CANAL STREET,10002.0,2127758310,American,2016-10-17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A,2016-10-17,2018-11-12,Cycle Inspection / Initial Inspection
41628361,THE AINSWORTH,MANHATTAN,121,FULTON STREET,10038.0,6465456647,American,2018-07-19,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,34.0,A,2017-07-14,2018-11-12,Cycle Inspection / Initial Inspection
41628608,LILLIE'S,MANHATTAN,249,WEST   49 STREET,10019.0,2129574530,American,2018-04-24,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2018-04-24,2018-11-12,Cycle Inspection / Re-inspection
41629269,MCDONALD'S,MANHATTAN,52,FULTON STREET,10038.0,2125282930,American,2015-12-16,No violations were recorded at the time of this inspection.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Applicable,27.0,A,2018-06-06,2018-11-12,Administrative Miscellaneous / Initial Inspection
41631630,ROCKWOOD MUSIC HALL (STAGE ZERO),MANHATTAN,196,ALLEN STREET,10002.0,2124774155,American,2015-04-30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,2015-04-30,2018-11-12,Cycle Inspection / Initial Inspection
41635392,JUICE GENERATION,MANHATTAN,1486,3 AVENUE,10028.0,2122494071,American,2017-07-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2017-07-17,2018-11-12,Cycle Inspection / Initial Inspection
41640535,BALDUCCI'S,MANHATTAN,301,WEST   56 STREET,10019.0,6463504194,American,2016-04-11,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10.0,A,2016-04-11,2018-11-12,Cycle Inspection / Initial Inspection
41640846,RANDOLPH BEER,MANHATTAN,343,BROOME STREET,10013.0,2123343706,American,2017-01-17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2017-01-17,2018-11-12,Cycle Inspection / Re-inspection
41642375,HARLEM FOOD BAR,MANHATTAN,2100,FREDERICK DOUGLASS BOULEVARD,,2122229570,American,2016-04-29,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,20.0,A,2018-10-17,2018-11-12,Smoke-Free Air Act / Initial Inspection
41651838,BEER AUTHORITY,MANHATTAN,300,WEST   40 STREET,10018.0,2125108415,American,2017-08-29,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A,2017-08-29,2018-11-12,Cycle Inspection / Re-inspection
41659498,WORLD YACHT DUCHESS,MANHATTAN,0,PIER   81,10036.0,2126308890,American,2016-06-10,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,20.0,B,2018-09-27,2018-11-12,Cycle Inspection / Initial Inspection
41664437,BOCADO CAFE,MANHATTAN,1297,LEXINGTON AVENUE,10128.0,2122899004,American,2016-03-18,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,2016-03-18,2018-11-12,Cycle Inspection / Initial Inspection
41664553,THE NATIONAL,MANHATTAN,125,EAST   50 STREET,10022.0,2127152400,American,2017-04-07,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,36.0,A,2015-12-15,2018-11-12,Cycle Inspection / Initial Inspection
41670151,CAFE OLIVIERO,MANHATTAN,850,7 AVENUE,10019.0,2125821902,American,2018-03-30,Violations were cited in the following area(s).,22F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Applicable,10.0,A,2018-03-30,2018-11-12,Cycle Inspection / Initial Inspection
41680620,TERROIR AT THE PORCH,MANHATTAN,Highline,"W 15th Street @ 10th Ave,",,6466021300,American,2016-05-04,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2016-05-04,2018-11-12,Cycle Inspection / Initial Inspection
41695128,COFFEE & CRUMBS,MANHATTAN,330,WEST 38TH STREET,10018.0,2122390333,American,2016-12-23,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9.0,A,2016-12-23,2018-11-12,Cycle Inspection / Initial Inspection
41700207,IVY,MANHATTAN,944,8 AVENUE,10019.0,2124599444,American,2017-10-10,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2017-10-10,2018-11-12,Cycle Inspection / Re-inspection
41702574,SL GREEN REALTY,MANHATTAN,420,LEXINGTON AVENUE,10170.0,2123248830,American,2015-07-31,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2015-07-31,2018-11-12,Cycle Inspection / Initial Inspection
41705359,AMERICAN CUT,MANHATTAN,111,EAST   56 STREET,10022.0,2123885277,American,2018-06-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2018-06-15,2018-11-12,Cycle Inspection / Re-inspection
41707393,ROCKEFELLER FOUNDATION,MANHATTAN,420,5 AVENUE,10018.0,2128528235,American,2018-06-05,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,2018-06-05,2018-11-12,Cycle Inspection / Initial Inspection
41709840,THE DAKOTA BAR,MANHATTAN,53,WEST   72 STREET,10023.0,2127870700,American,2016-09-28,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2016-09-28,2018-11-12,Cycle Inspection / Initial Inspection
41714341,PLANET HOLLYWOOD,MANHATTAN,1540,BROADWAY,10036.0,2123337827,American,2014-12-01,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,12.0,A,2014-12-01,2018-11-12,Cycle Inspection / Initial Inspection
41715661,TABOO,MANHATTAN,408,8 AVENUE,10001.0,2129672100,American,2018-06-11,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2018-06-11,2018-11-12,Cycle Inspection / Initial Inspection
41716448,HARLEM SHAKE,MANHATTAN,100,WEST 124 STREET,10027.0,2122228300,American,2018-05-24,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,A,2018-08-30,2018-11-12,Cycle Inspection / Initial Inspection
41721390,TUTTLES,MANHATTAN,735,2 AVENUE,10016.0,6464227072,American,2016-04-21,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,2016-04-21,2018-11-12,Cycle Inspection / Initial Inspection
50000197,MAIDEN LANE,MANHATTAN,162,AVE B,10009.0,6467558911,American,2016-05-19,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,34.0,B,2016-08-29,2018-11-12,Cycle Inspection / Initial Inspection
50000920,No. 7 SUB,MANHATTAN,1,W. 58TH STREET,10019.0,6467553228,American,2018-09-26,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2018-09-26,2018-11-12,Cycle Inspection / Initial Inspection
50001115,THE GRANGE BAR & EATERY,MANHATTAN,1635,AMSTERDAM AVENUE,10031.0,2124911635,American,2017-11-02,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,B,2017-11-02,2018-11-12,Cycle Inspection / Re-inspection
50001204,MON CHER MARKET,MANHATTAN,339,BROADWAY,10013.0,2129650007,American,2018-04-06,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,21.0,A,2017-10-25,2018-11-12,Cycle Inspection / Initial Inspection
50001587,CHECKER'S,MANHATTAN,695,ST NICHOLAS AV,10030.0,2122347067,American,2015-10-28,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7.0,A,2015-10-28,2018-11-12,Cycle Inspection / Initial Inspection
50001835,ANTLER BEER & WINE DISPENSARY,MANHATTAN,123,ALLEN STREET,10002.0,2124325000,American,2016-03-22,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,A,2016-03-22,2018-11-12,Cycle Inspection / Initial Inspection
50001836,JUKE BAR,MANHATTAN,196,2ND AVENUE,10003.0,2122287464,American,2018-02-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2018-02-14,2018-11-12,Cycle Inspection / Re-inspection
50001855,MANGIA,MANHATTAN,422,MADISON AVE,10017.0,2126449144,American,2017-06-01,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,44.0,C,2017-06-01,2018-11-12,Cycle Inspection / Re-inspection
50001867,SOCIETE GENERAL,MANHATTAN,245,PARK AVE,10167.0,2122787999,American,2018-03-28,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2018-03-28,2018-11-12,Cycle Inspection / Initial Inspection
50001915,REFINERY ROOFTOP,MANHATTAN,63,WEST 38TH STREET,10018.0,6466640310,American,2017-04-05,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,2017-04-05,2018-11-12,Cycle Inspection / Initial Inspection
50001948,BLOOM'S TAVERN,MANHATTAN,208,EAST 58 STREET,10022.0,2123089400,American,2017-06-14,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,19.0,A,2016-03-01,2018-11-12,Cycle Inspection / Initial Inspection
50002051,BEER CULTURE,MANHATTAN,328,WEST 45TH STREET,10036.0,6465902139,American,2017-11-08,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27.0,B,2018-08-01,2018-11-12,Cycle Inspection / Initial Inspection
50002693,B&W DELI GROCERY,MANHATTAN,373,west 34th st,10001.0,9173882601,American,2018-08-24,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27.0,Z,2018-09-19,2018-11-12,Cycle Inspection / Initial Inspection
50002871,SHAKE AND BURGER BAR,MANHATTAN,344,3RD AVENUE,10010.0,6469187220,American,2016-12-19,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,2016-12-19,2018-11-12,Cycle Inspection / Re-inspection
50002902,ELI'S ESSENTIALS,MANHATTAN,1291,LEXINGTON AVE,10028.0,2123484940,American,2016-01-22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,A,2016-01-22,2018-11-12,Cycle Inspection / Re-inspection
50004244,ANALOGUE,MANHATTAN,19,W 8TH ST,10011.0,2124320200,American,2016-04-22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,2016-04-22,2018-11-12,Cycle Inspection / Initial Inspection
50004379,BUTTER RESTAURANT,MANHATTAN,70,W 45TH ST,10036.0,2122532828,American,2016-07-27,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10.0,A,2016-07-27,2018-11-12,Cycle Inspection / Initial Inspection
50004838,TOMMY'S,MANHATTAN,3750,BROADWAY,10032.0,2123681837,American,2015-05-06,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2015-05-06,2018-11-12,Cycle Inspection / Initial Inspection
50005003,DOUGHNUTTERY,MANHATTAN,425,W 15TH ST,10011.0,2126334359,American,2016-05-31,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2016-05-31,2018-11-12,Cycle Inspection / Initial Inspection
50007315,PRET A MANGER,MANHATTAN,265,MADISON AVE,10016.0,2126970191,American,2017-09-08,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,5.0,A,2017-09-08,2018-11-12,Administrative Miscellaneous / Initial Inspection
50007666,BIBI WINECELLAR,MANHATTAN,211,E 4TH ST,10009.0,2126732424,American,2018-01-03,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2018-01-03,2018-11-12,Cycle Inspection / Initial Inspection
50008090,ARTS AND CRAFTS BEER PARLOR,MANHATTAN,26,W 8TH ST,10011.0,6466785263,American,2018-08-02,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,A,2016-04-25,2018-11-12,Cycle Inspection / Initial Inspection
50008136,WENDY'S,MANHATTAN,3939,BROADWAY,10032.0,9735976433,American,2018-03-09,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,9.0,A,2018-03-09,2018-11-12,Cycle Inspection / Initial Inspection
50008413,CLOUD M,MANHATTAN,218,W 50TH ST,10019.0,2124613638,American,2016-08-31,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,6.0,A,2016-08-31,2018-11-12,Cycle Inspection / Initial Inspection
50008598,GRACIE'S ON 2ND,MANHATTAN,300,E 86TH ST,10028.0,2128799425,American,2018-03-28,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,30.0,A,2018-06-18,2018-11-12,Cycle Inspection / Initial Inspection
50009039,MID WINTER KITCHEN,MANHATTAN,327,2ND AVE,10003.0,2125058500,American,2016-10-05,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,A,2016-10-05,2018-11-12,Cycle Inspection / Initial Inspection
50009513,RUSS & DAUGHTERS CAFE,MANHATTAN,127,ORCHARD ST,10002.0,2124754881,American,2016-04-01,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7.0,A,2016-04-01,2018-11-12,Cycle Inspection / Re-inspection
50010153,IRVINGTON BAR AND RESTAURANT / TACO ELECTRICO,MANHATTAN,201,PARK AVE S,10003.0,2126770425,American,2016-10-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30.0,C,2016-10-17,2018-11-12,Cycle Inspection / Re-inspection
50011673,COPPER AND OAK,MANHATTAN,157,ALLEN ST,10002.0,2124605546,American,2018-10-31,Violations were cited in the following area(s).,15F,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Not Applicable,8.0,A,2015-11-13,2018-11-12,Smoke-Free Air Act / Initial Inspection
50011679,ROOT & BONE,MANHATTAN,200,E 3RD ST,10009.0,9179817189,American,2016-03-18,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,24.0,A,2016-06-14,2018-11-12,Cycle Inspection / Initial Inspection
50012465,TIMES SQUARE DINER & GRILL,MANHATTAN,807,8TH AVE,10019.0,2123152400,American,2016-07-28,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19.0,B,2016-08-26,2018-11-12,Cycle Inspection / Initial Inspection
50013558,ROWE STUDIOS LOUNGE,MANHATTAN,410,W 42ND ST,10036.0,2125825472,American,2016-04-15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22.0,A,2017-08-19,2018-11-12,Cycle Inspection / Initial Inspection
50013581,GOOGLE LAPLACE,MANHATTAN,111,8TH AVE,10011.0,2125659548,American,2018-04-25,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,2018-04-25,2018-11-12,Cycle Inspection / Initial Inspection
50014366,TY BAR/FOUR SEASONS HOTEL,MANHATTAN,57,E 57TH ST,10022.0,2123506603,American,2015-11-19,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2015-11-19,2018-11-12,Cycle Inspection / Initial Inspection
