CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41336560,TEACHERS COLLEGE/ GRACE DODGE CAFE,MANHATTAN,525,WEST  120 STREET,10027.0,2126783168,American,2016-07-21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2016-07-21,2018-11-12,Cycle Inspection / Initial Inspection
41354251,HAMPTON INN,MANHATTAN,54,WATTS STREET,10013.0,2122266288,American,2015-10-02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2015-10-02,2018-11-12,Cycle Inspection / Initial Inspection
41365614,MANSIONS CATERING,MANHATTAN,4042,WEST    8 STREET,,9176573934,American,2015-11-05,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25.0,B,2015-11-05,2018-11-12,Cycle Inspection / Re-inspection
41370362,HOUNDSTOOTH PUB,MANHATTAN,520,8 AVENUE,10018.0,2126430034,American,2018-04-09,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2018-04-09,2018-11-12,Cycle Inspection / Initial Inspection
41382293,TISSERIE,MANHATTAN,870,7 AVENUE,10019.0,2124630850,American,2016-09-09,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21.0,A,2017-05-26,2018-11-12,Cycle Inspection / Initial Inspection
41382808,STUDIO TWENTY ONE,MANHATTAN,59,WEST   21 STREET,10010.0,2123678300,American,2016-06-12,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2017-07-20,2018-11-12,Inter-Agency Task Force / Initial Inspection
41399995,DUNKIN' DONUTS,MANHATTAN,80,MADISON AVENUE,10016.0,9174219041,American,2016-04-08,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2016-04-08,2018-11-12,Cycle Inspection / Initial Inspection
41407455,CINEMA VILLAGE,MANHATTAN,22,EAST   12 STREET,10003.0,2129243364,American,2016-04-13,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,13.0,A,2016-04-13,2018-11-12,Cycle Inspection / Initial Inspection
41424474,JOHN JAY DINING HALL,MANHATTAN,515,WEST  114 STREET,10027.0,2128547162,American,2016-04-12,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,2016-04-12,2018-11-12,Cycle Inspection / Initial Inspection
41441571,FRANKIE'S KITCHEN,MANHATTAN,41,COOPER SQUARE,10003.0,2123534032,American,2016-12-02,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,2016-12-02,2018-11-12,Cycle Inspection / Initial Inspection
41449587,CASK BAR & KITCHEN,MANHATTAN,167,EAST   33 STREET,10016.0,2123004924,American,2018-08-13,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,2018-08-13,2018-11-12,Cycle Inspection / Initial Inspection
41453205,THE GREY DOG,MANHATTAN,242,WEST   16 STREET,10011.0,2122292345,American,2017-05-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,2017-05-26,2018-11-12,Cycle Inspection / Initial Inspection
41453613,PROVIDENCE EQUITIES,MANHATTAN,9,WEST   57 STREET,10019.0,2125886700,American,2015-10-21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,A,2015-10-21,2018-11-12,Cycle Inspection / Initial Inspection
41459513,BUONGIORNO ESPRESSO,MANHATTAN,502,9 AVENUE,10018.0,2127926998,American,2018-09-10,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,2018-09-10,2018-11-12,Cycle Inspection / Re-inspection
41460700,PIG 'N' WHISTLE,MANHATTAN,202,WEST   36 STREET,10018.0,2122394820,American,2018-06-27,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,2018-06-27,2018-11-12,Cycle Inspection / Re-inspection
41478428,BARD BASEMENT FACULTY KITCHEN,MANHATTAN,50,HAVEN AVENUE,10032.0,6464262582,American,2018-07-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2018-07-20,2018-11-12,Cycle Inspection / Initial Inspection
41479962,CHOCOLAT,MANHATTAN,2217,FREDERICK DOUGLASS BOULEVARD,,2122224545,American,2018-10-31,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,25.0,A,2018-07-03,2018-11-12,Cycle Inspection / Initial Inspection
41486386,UMAMI BURGER,MANHATTAN,356,WEST   58 STREET,10019.0,2125546000,American,2017-07-14,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,90.0,B,2016-08-25,2018-11-12,Cycle Inspection / Initial Inspection
41487277,AUGURS WELL,MANHATTAN,115,ST MARKS PLACE,10009.0,7182497645,American,2017-04-07,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13.0,A,2017-04-07,2018-11-12,Cycle Inspection / Initial Inspection
41498521,SUSHI ROXX,MANHATTAN,120,EAST   39 STREET,10016.0,2126851100,American,2015-10-07,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,2015-10-07,2018-11-12,Cycle Inspection / Initial Inspection
41530089,BROOKLYNEER,MANHATTAN,220,WEST HOUSTON STREET,10014.0,6466924911,American,2017-02-13,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28.0,A,2018-07-09,2018-11-12,Cycle Inspection / Initial Inspection
41535441,MAJESTIC DELICATESSEN CAFE,MANHATTAN,200,WEST   50 STREET,10019.0,2125818249,American,2017-12-28,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25.0,A,2018-06-05,2018-11-12,Cycle Inspection / Initial Inspection
41546041,HEIDI'S HOUSE BY THE SIDE OF THE ROAD,MANHATTAN,308,EAST   78 STREET,10075.0,2122490069,American,2014-09-17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,2014-09-17,2018-11-12,Cycle Inspection / Re-inspection
41552060,PROSKAUER ROSE,MANHATTAN,11,TIMES SQUARE,10036.0,2129695493,American,2016-05-20,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,2016-05-20,2018-11-12,Cycle Inspection / Initial Inspection
41557498,ARTIFAKT BAR,MANHATTAN,54,WATTS STREET,10013.0,2126453468,American,2017-05-27,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,2018-09-12,2018-11-12,Cycle Inspection / Initial Inspection
41566261,BAR CENTRALE,MANHATTAN,322,WEST   46 STREET,10036.0,2125813130,American,2017-02-14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2017-02-14,2018-11-12,Cycle Inspection / Initial Inspection
41568332,THE DUCK,MANHATTAN,2171,2 AVENUE,10029.0,2128313464,American,2016-04-26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22.0,B,2017-01-11,2018-11-12,Cycle Inspection / Initial Inspection
41583726,PRET A MANGER,MANHATTAN,24,WEST   23 STREET,10010.0,6468856327,American,2018-08-08,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2018-08-08,2018-11-12,Cycle Inspection / Initial Inspection
41589520,FAIRFIELD INN,MANHATTAN,330,WEST   40 STREET,10018.0,2129679494,American,2017-12-08,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,10.0,A,2017-12-08,2018-11-12,Cycle Inspection / Initial Inspection
41589635,PRODUCERS LOUNGE,MANHATTAN,358,WEST   44 STREET,10036.0,2123154743,American,2018-06-28,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2018-06-28,2018-11-12,Cycle Inspection / Re-inspection
41595280,E & E Grill House,MANHATTAN,233,WEST   49 STREET,10019.0,2125059909,American,2017-08-08,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2017-08-08,2018-11-12,Cycle Inspection / Initial Inspection
41605289,EARL OF SANDWICH,MANHATTAN,1290,AVENUE OF THE AMERICAS,10119.0,2122479246,American,2018-07-27,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,41.0,A,2018-01-25,2018-11-12,Cycle Inspection / Initial Inspection
41606774,SIDLEY AUSTIN CAFETERIA,MANHATTAN,787,7 AVENUE,10019.0,2128395383,American,2018-07-25,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,9.0,A,2016-05-11,2018-11-12,Trans Fat / Initial Inspection
41611725,BEACON THEATRE SATELLITE BAR,MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,2015-12-15,No violations were recorded at the time of this inspection.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Applicable,0.0,A,2015-12-15,2018-11-12,Cycle Inspection / Initial Inspection
41616501,ARGOTEA,MANHATTAN,239,GREENE STREET,10003.0,2129984153,American,2017-09-15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2017-09-15,2018-11-12,Cycle Inspection / Initial Inspection
41618228,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,343,7 AVENUE,10001.0,2125649804,American,2015-12-03,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4.0,A,2015-12-03,2018-11-12,Cycle Inspection / Initial Inspection
41618267,PHOENIX,MANHATTAN,447,EAST   13 STREET,10009.0,2124779979,American,2016-08-03,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,2016-08-03,2018-11-12,Cycle Inspection / Re-inspection
41622776,CAFE AKA,MANHATTAN,330,EAST   56 STREET,10022.0,5166448958,American,2018-05-04,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24.0,A,2017-04-18,2018-11-12,Cycle Inspection / Initial Inspection
41623363,DUNKIN' DONUTS,MANHATTAN,1093,2 AVENUE,10022.0,6464541575,American,2018-02-12,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,35.0,A,2017-08-10,2018-11-12,Cycle Inspection / Initial Inspection
41623475,POTBELLY SANDWICH WORKS,MANHATTAN,501,7 AVENUE,10018.0,6462894205,American,2015-08-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,A,2018-03-21,2018-11-12,Cycle Inspection / Initial Inspection
41639964,THE little BEET TABLE,MANHATTAN,333,PARK AVENUE SOUTH,10010.0,2124663330,American,2016-03-02,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,10.0,A,2016-03-02,2018-11-12,Cycle Inspection / Initial Inspection
41640556,COVE LOUNGE,MANHATTAN,325,LENOX AVENUE,10027.0,2126653455,American,2017-01-21,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7.0,A,2017-01-21,2018-11-12,Cycle Inspection / Re-inspection
41645543,HAVEN ROOFTOP / SANCTUARY HOTEL,MANHATTAN,130132,W 47TH ST,,2123820600,American,2018-05-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2018-05-16,2018-11-12,Cycle Inspection / Initial Inspection
41647741,THE STANDARD EAST VILLAGE,MANHATTAN,25,COOPER SQUARE,10003.0,2124755700,American,2015-08-10,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,2018-03-07,2018-11-12,Cycle Inspection / Initial Inspection
41651780,THE GUTHRIE INN,MANHATTAN,1259,PARK AVENUE,10029.0,6074250077,American,2018-09-28,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22.0,Z,2018-09-28,2018-11-12,Cycle Inspection / Re-inspection
41655257,ROSENS CAFE,MANHATTAN,2,BROADWAY,10004.0,2127859822,American,2018-03-05,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17.0,A,2018-04-13,2018-11-12,Cycle Inspection / Initial Inspection
41664978,GRAMERCY TAVERN,MANHATTAN,42,EAST   20 STREET,10003.0,2124770777,American,2017-12-11,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,2017-12-11,2018-11-12,Cycle Inspection / Initial Inspection
41676543,BLUE SPOON,MANHATTAN,90,WILLIAM STREET,10038.0,2128098880,American,2015-10-02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2015-10-02,2018-11-12,Cycle Inspection / Initial Inspection
41676577,THE CUTTING ROOM,MANHATTAN,44,EAST   32 STREET,10016.0,2126911900,American,2018-01-31,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26.0,A,2017-01-20,2018-11-12,Cycle Inspection / Initial Inspection
41677967,WILMER HALE,MANHATTAN,7,WORLD TRADE CENTER,10007.0,2129377279,American,2016-09-13,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11.0,A,2016-09-13,2018-11-12,Cycle Inspection / Initial Inspection
41678691,GOLF & BODY NYC,MANHATTAN,883,6 AVENUE,10001.0,2122442626,American,2016-08-15,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,A,2016-08-15,2018-11-12,Cycle Inspection / Initial Inspection
41679646,GREENWICH VILLAGE COMEDY CLUB,MANHATTAN,99,MACDOUGAL STREET,10012.0,2127775233,American,2017-02-15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2017-02-15,2018-11-12,Cycle Inspection / Initial Inspection
41679739,FRAME GOURMET EATERY,MANHATTAN,424,WEST   33 STREET,10001.0,2122733730,American,2017-09-13,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20.0,B,2017-09-13,2018-11-12,Cycle Inspection / Re-inspection
41680991,BLAKE AND TODD,MANHATTAN,52,EAST   53 STREET,10022.0,2123551800,American,2016-04-11,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11.0,A,2016-04-11,2018-11-12,Cycle Inspection / Re-inspection
41683619,PANERA BREAD,MANHATTAN,10,UNION SQUARE EAST,10003.0,2126772862,American,2017-04-24,Violations were cited in the following area(s).,03C,"Eggs found dirty/cracked; liquid, frozen or powdered eggs not pasteurized.",Critical,10.0,A,2017-04-24,2018-11-12,Cycle Inspection / Re-inspection
41687431,STAMINA GRILL & JUICE BAR,MANHATTAN,80,NASSAU STREET,10038.0,2125137020,American,2016-06-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,15.0,A,2016-01-05,2018-11-12,Cycle Inspection / Initial Inspection
41688349,DUNKIN' DONUTS,MANHATTAN,111,WEST  110 STREET,10026.0,2122220700,American,2017-07-03,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13.0,A,2017-07-03,2018-11-12,Cycle Inspection / Initial Inspection
41690590,POURING RIBBONS,MANHATTAN,225,AVENUE B,10009.0,9176566788,American,2018-04-25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27.0,B,2018-04-25,2018-11-12,Cycle Inspection / Re-inspection
41694146,HU KITCHEN,MANHATTAN,78,5 AVENUE,10011.0,2125108919,American,2018-08-31,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,45.0,A,2017-01-20,2018-11-12,Cycle Inspection / Initial Inspection
41701052,GREEN CAFE,MANHATTAN,1324,LEXINGTON AVENUE,10128.0,2122899100,American,2016-03-31,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2016-03-31,2018-11-12,Cycle Inspection / Re-inspection
41703804,PENNSYLVANIA 6,MANHATTAN,132,WEST   31 STREET,10001.0,2127273666,American,2017-11-06,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,11.0,A,2017-11-06,2018-11-12,Cycle Inspection / Re-inspection
41705503,VANGUARD WINE BAR,MANHATTAN,530,2 AVENUE,10016.0,2124479463,American,2018-04-18,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,2018-04-18,2018-11-12,Cycle Inspection / Initial Inspection
41706078,AU BON PAIN,MANHATTAN,599,LEXINGTON AVENUE,10022.0,2123554815,American,2016-05-13,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,2016-05-13,2018-11-12,Cycle Inspection / Initial Inspection
41706596,CAFE TODAY,MANHATTAN,575,LEXINGTON AVENUE,10022.0,2123083206,American,2016-11-18,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2016-11-18,2018-11-12,Cycle Inspection / Initial Inspection
41707677,BOULTON & WATT,MANHATTAN,5,AVENUE A,10009.0,6464906004,American,2018-10-03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35.0,A,2018-04-23,2018-11-12,Cycle Inspection / Initial Inspection
41710298,WISE MEN,MANHATTAN,355,BOWERY,10003.0,6465904244,American,2017-01-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2017-01-17,2018-11-12,Cycle Inspection / Re-inspection
41711530,GALLAGHER'S,MANHATTAN,228,WEST   52 STREET,10019.0,2122455336,American,2017-01-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,2016-05-04,2018-11-12,Cycle Inspection / Initial Inspection
41721343,COFFEE SHOP DINER,MANHATTAN,442,EAST   14 STREET,10009.0,2122605842,American,2018-03-13,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,46.0,A,2016-05-16,2018-11-12,Administrative Miscellaneous / Initial Inspection
50000161,CHARLIE BIRD,MANHATTAN,5,KING STREET,10012.0,2122357133,American,2016-09-07,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19.0,B,2018-07-12,2018-11-12,Cycle Inspection / Initial Inspection
50000263,India House Club,MANHATTAN,1,HANOVER SQUARE,10004.0,2125149454,American,2015-05-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2015-10-22,2018-11-12,Cycle Inspection / Initial Inspection
50000489,INSOMNIA COOKIES,MANHATTAN,237,E 53RD ST,10022.0,2122862403,American,2017-03-29,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,2016-02-24,2018-11-12,Cycle Inspection / Initial Inspection
50000719,THE IMMIGRANT TAP ROOM,MANHATTAN,341,E 9TH ST,10003.0,2126772545,American,2015-05-01,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2015-05-01,2018-11-12,Cycle Inspection / Initial Inspection
50001020,MCDONALD'S,MANHATTAN,686,6TH AVE,10010.0,2126040621,American,2018-03-30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,A,2018-03-30,2018-11-12,Cycle Inspection / Initial Inspection
50001520,FRIEDMAN'S,MANHATTAN,132,WEST 31 STREET,10001.0,2129719400,American,2017-04-17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,2017-04-17,2018-11-12,Cycle Inspection / Initial Inspection
50001837,THE PENINSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING,MANHATTAN,700,FIFTH AVE,10019.0,2129562888,American,2018-09-04,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2018-09-04,2018-11-12,Cycle Inspection / Re-inspection
50001854,DUNKIN' DONUTS,MANHATTAN,2264,FREDERICK DOUGLASS BLVD,10027.0,6465978172,American,2015-11-02,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9.0,A,2015-11-02,2018-11-12,Cycle Inspection / Re-inspection
50001918,BLACK IRON BURGER,MANHATTAN,540,E. 5TH STREET,10009.0,2126776067,American,2018-03-03,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8.0,A,2018-03-03,2018-11-12,Cycle Inspection / Re-inspection
50002271,MARGAUX,MANHATTAN,5,W. 8TH STREET,10011.0,2123210111,American,2018-05-25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18.0,A,2017-06-20,2018-11-12,Cycle Inspection / Initial Inspection
50002480,CITI CAFE/ROHATYN ROOM,MANHATTAN,881,7TH AVE,10019.0,9175881468,American,2018-02-12,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,13.0,A,2018-02-12,2018-11-12,Cycle Inspection / Initial Inspection
50002623,LE CAFE COFFEE,MANHATTAN,7,EAST 14TH STREET,10003.0,2123651060,American,2018-07-27,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,18.0,A,2018-08-17,2018-11-12,Cycle Inspection / Initial Inspection
