CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41388993,WESTVILLE,MANHATTAN,210,WEST   10 STREET,10014.0,2127417971,American,2015-08-28,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2015-08-28,2018-11-12,Cycle Inspection / Initial Inspection
41391961,MONKEY BAR,MANHATTAN,60,EAST   54 STREET,10022.0,2122881010,American,2018-05-24,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,A,2018-05-24,2018-11-12,Cycle Inspection / Initial Inspection
41401638,MADISON RESTAURANT,MANHATTAN,965,1 AVENUE,10022.0,2124210948,American,2015-01-29,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9.0,A,2016-02-04,2018-11-12,Cycle Inspection / Initial Inspection
41405007,THE CAPITAL GRILLE,MANHATTAN,120,WEST   51 STREET,10019.0,2122460154,American,2018-08-20,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2.0,A,2018-08-20,2018-11-12,Cycle Inspection / Re-inspection
41405368,DYLAN MURPHY'S,MANHATTAN,1453,3 AVENUE,10028.0,2129889434,American,2018-10-11,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27.0,Z,2018-10-11,2018-11-12,Cycle Inspection / Re-inspection
41408561,MAISONNETTE KITCHEN & EMPLOYEE CAFETERIA,MANHATTAN,2,EAST 55 STREET,10022.0,2127534500,American,2017-07-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34.0,A,2016-03-12,2018-11-12,Cycle Inspection / Initial Inspection
41410066,LOCKSMITH WINE & BURGER BAR,MANHATTAN,4463,BROADWAY,10040.0,2123049463,American,2016-06-02,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2016-06-02,2018-11-12,Cycle Inspection / Re-inspection
41423142,NEW YORK LAW SCHOOL,MANHATTAN,185,WEST BROADWAY,10013.0,2124312877,American,2016-09-13,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,2016-09-13,2018-11-12,Cycle Inspection / Initial Inspection
41424484,URIS DELI (URIS HALL) MAIN CAMPUS,MANHATTAN,411,WEST  116 STREET,10027.0,2128545341,American,2018-04-10,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2018-04-10,2018-11-12,Cycle Inspection / Initial Inspection
41426958,HAMPTON INN - MANHATTAN TIMES SQUARE SOUTH,MANHATTAN,337,WEST   39 STREET,10018.0,2129672344,American,2015-11-27,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,19.0,A,2015-12-16,2018-11-12,Cycle Inspection / Initial Inspection
41439621,HAMPTON INN,MANHATTAN,320,PEARL STREET,10038.0,2125714400,American,2018-01-03,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11.0,A,2018-01-03,2018-11-12,Cycle Inspection / Initial Inspection
41446051,STAYBRIDGE SUITES,MANHATTAN,340,WEST 40 STREET,10018.0,2127579000,American,2018-04-18,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26.0,A,2016-04-15,2018-11-12,Cycle Inspection / Initial Inspection
41448965,UNITED FEDERATION OF TEACHERS,MANHATTAN,52,BROADWAY,10004.0,2125106412,American,2018-08-22,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,9.0,A,2018-08-22,2018-11-12,Cycle Inspection / Re-inspection
41453281,DEVON AND BLAKELY,MANHATTAN,1,WORLD FINANCIAL CENTER,10281.0,2127864206,American,2018-02-21,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10.0,A,2018-02-21,2018-11-12,Cycle Inspection / Initial Inspection
41477483,HOLIDAY INN EXPRESS - MANHATTAN,MANHATTAN,232,WEST   29 STREET,10001.0,2126957200,American,2016-04-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2016-04-15,2018-11-12,Cycle Inspection / Initial Inspection
41528368,"TIM HORTONS, SOUP MAN, TASTI D-LITE",MANHATTAN,1021,6 AVENUE,10018.0,6468526113,American,2015-08-03,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,20.0,A,2018-01-12,2018-11-12,Cycle Inspection / Initial Inspection
41531114,WALTER KERR THEATRE,MANHATTAN,219,WEST   48 STREET,10036.0,2125825472,American,2018-10-24,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2018-10-24,2018-11-12,Cycle Inspection / Initial Inspection
41554670,MORGAN STANLEY EMPLOYEE CAFETERIA,MANHATTAN,1,NEW YORK PLAZA,10004.0,2122760256,American,2017-01-25,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6.0,A,2017-01-25,2018-11-12,Cycle Inspection / Initial Inspection
41556790,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,2847,BROADFWAY,,2126787701,American,2017-06-19,Violations were cited in the following area(s).,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Critical,2.0,A,2018-03-05,2018-11-12,Calorie Posting / Initial Inspection
41563445,GMT TAVERN,MANHATTAN,142,BLEECKER STREET,10012.0,6468633776,American,2015-06-24,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,2015-06-24,2018-11-12,Cycle Inspection / Initial Inspection
41564956,RADIO CITY MUSIC HALL,MANHATTAN,1260,AVENUE OF THE AMERICAS,10020.0,2124857000,American,2018-11-09,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2018-11-09,2018-11-12,Cycle Inspection / Initial Inspection
41573739,CREPERIE,MANHATTAN,112,MACDOUGAL STREET,10012.0,2017231055,American,2017-05-16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22.0,A,2018-01-25,2018-11-12,Cycle Inspection / Initial Inspection
41576850,WEST END BAR & GRILL,MANHATTAN,813,8 AVENUE,10019.0,2127078986,American,2016-11-03,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,14.0,A,2018-01-11,2018-11-12,Cycle Inspection / Initial Inspection
41599313,THE MANCHESTER DINER,MANHATTAN,2800,BROADWAY,10025.0,2126657712,American,2018-07-09,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13.0,A,2018-07-09,2018-11-12,Cycle Inspection / Re-inspection
41616112,NFL-HUDDLE CAFE,MANHATTAN,345,PARK AVENUE,10154.0,2124502352,American,2017-08-30,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7.0,A,2017-08-30,2018-11-12,Cycle Inspection / Initial Inspection
41617019,UCB EAST COMEDY,MANHATTAN,153,EAST    3 STREET,10009.0,2123669231,American,2016-05-17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,2016-05-17,2018-11-12,Cycle Inspection / Initial Inspection
41619055,SONS OF ESSEX,MANHATTAN,133,ESSEX STREET,10002.0,2126747100,American,2016-09-27,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12.0,A,2016-09-27,2018-11-12,Cycle Inspection / Re-inspection
41627949,ALGONQUIN HOTEL/BLUE BAR,MANHATTAN,59,WEST   44 STREET,10036.0,2128406800,American,2016-05-20,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,30.0,A,2018-05-17,2018-11-12,Cycle Inspection / Initial Inspection
41630613,PRET A MANGER,MANHATTAN,62,WEST   45 STREET,10036.0,2128470294,American,2017-07-12,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,2017-07-12,2018-11-12,Cycle Inspection / Initial Inspection
41631962,POPEYES LOUISIANA KITCHEN,MANHATTAN,96,WALKER STREET,10013.0,2122199191,American,2018-10-09,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,2018-10-09,2018-11-12,Cycle Inspection / Initial Inspection
41633315,5 BORO BURGER,MANHATTAN,80,WEST   36 STREET,10018.0,2125642211,American,2016-05-13,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,11.0,A,2016-05-13,2018-11-12,Cycle Inspection / Re-inspection
41637054,ORION DINER & GRILL,MANHATTAN,395,2 AVENUE,10010.0,2125108733,American,2018-03-12,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2018-03-12,2018-11-12,Cycle Inspection / Initial Inspection
41637125,HAVEN'S KITCHEN,MANHATTAN,109,WEST   17 STREET,10011.0,2129297900,American,2017-09-25,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,2017-09-25,2018-11-12,Cycle Inspection / Initial Inspection
41638085,AMUSED,MANHATTAN,142,WEST   83 STREET,10024.0,2127993888,American,2016-06-14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2016-06-14,2018-11-12,Cycle Inspection / Initial Inspection
41639734,VITAE,MANHATTAN,4,E 46TH ST,10017.0,2126823562,American,2016-06-06,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,2016-06-06,2018-11-12,Cycle Inspection / Initial Inspection
41646166,MIKEY'S,MANHATTAN,134,LUDLOW STREET,10002.0,2129799211,American,2016-08-16,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,46.0,A,2016-09-06,2018-11-12,Cycle Inspection / Initial Inspection
41651295,GREY LADY/GOA TACO/PARATHA TACO,MANHATTAN,77,DELANCEY STREET,10002.0,6465805239,American,2015-06-05,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16.0,A,2016-02-10,2018-11-12,Cycle Inspection / Initial Inspection
41672199,MURRAY'S CHEESE BAR,MANHATTAN,264,BLEECKER STREET,10014.0,6464768882,American,2016-12-13,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13.0,A,2016-12-13,2018-11-12,Cycle Inspection / Initial Inspection
41672903,MALONEY & PORCELLI,MANHATTAN,37,EAST   50 STREET,10022.0,2127502233,American,2016-05-26,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,2016-05-26,2018-11-12,Cycle Inspection / Initial Inspection
41679004,MIDDLE BRANCH,MANHATTAN,154,EAST   33 STREET,10016.0,2122131350,American,2017-12-07,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,2017-12-07,2018-11-12,Cycle Inspection / Initial Inspection
41682808,JOSIE'S BAR,MANHATTAN,520,EAST    6 STREET,10009.0,2122289532,American,2016-12-05,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2016-12-05,2018-11-12,Cycle Inspection / Initial Inspection
41682864,JPMC CAFETERIA,MANHATTAN,383,MADISON AVENUE,10179.0,2122722391,American,2018-08-10,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,2018-08-10,2018-11-12,Cycle Inspection / Initial Inspection
41688540,FOOD DEPOT,MANHATTAN,460,WEST   34 STREET,10001.0,2129470767,American,2015-08-10,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,A,2015-08-10,2018-11-12,Cycle Inspection / Re-inspection
41694676,SUBWAY,MANHATTAN,111,CENTRAL PARK NORTH,10026.0,2122222520,American,2016-11-14,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,2016-11-14,2018-11-12,Cycle Inspection / Initial Inspection
41695434,MAYSVILLE,MANHATTAN,17,WEST   26 STREET,10010.0,6464908240,American,2015-11-23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2015-11-23,2018-11-12,Cycle Inspection / Initial Inspection
41696569,METROPOLITAN MUSEUM BALCONY LOUNGE,MANHATTAN,1000,5 AVENUE,10028.0,2125703986,American,2017-06-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2017-06-30,2018-11-12,Cycle Inspection / Initial Inspection
41701557,STUDIO 9C,MANHATTAN,30,ROCKEFLLER PLAZA,,2126644454,American,2018-06-01,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12.0,A,2018-06-01,2018-11-12,Cycle Inspection / Initial Inspection
41703394,PIONEERS BAR & LOUNGE,MANHATTAN,134,WEST   29 STREET,10001.0,2127142222,American,2018-08-28,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,34.0,C,2018-08-28,2018-11-12,Cycle Inspection / Re-inspection
41707090,SARABETH'S,MANHATTAN,381,PARK AVENUE SOUTH,10016.0,2123350093,American,2016-01-13,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10.0,A,2016-01-13,2018-11-12,Cycle Inspection / Initial Inspection
41709740,CAFE KITCHEN (CENTERPLATE CAFE AND KITCHEN),MANHATTAN,655,WEST   34 STREET,10001.0,2122162426,American,2016-06-03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2016-06-03,2018-11-12,Cycle Inspection / Initial Inspection
41711827,CARROT TOP PASTRIES II,MANHATTAN,5025,BROADWAY,10034.0,2125691532,American,2018-01-31,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2018-01-31,2018-11-12,Cycle Inspection / Initial Inspection
41720075,BEACON BAR,MANHATTAN,2130,BROADWAY,10023.0,2127871100,American,2016-05-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9.0,A,2016-05-26,2018-11-12,Cycle Inspection / Initial Inspection
41720083,CITY GOURMET,MANHATTAN,238,EAST   14 STREET,10003.0,2122606040,American,2017-02-28,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,10.0,A,2017-02-28,2018-11-12,Cycle Inspection / Initial Inspection
41722812,DIG INN,MANHATTAN,350,HUDSON STREET,10014.0,2125457867,American,2015-11-10,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,20.0,A,2018-03-15,2018-11-12,Cycle Inspection / Initial Inspection
50000067,OLYMPIC PIER CAFE,MANHATTAN,711,12TH AVE,10019.0,9179916636,American,2017-10-21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2017-10-21,2018-11-12,Cycle Inspection / Initial Inspection
50000491,EMPIRE HOTEL BAR,MANHATTAN,44,W 63RD ST,10023.0,6463547814,American,2017-07-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,2017-07-26,2018-11-12,Cycle Inspection / Initial Inspection
50000549,ANASSA TAVERNA,MANHATTAN,200,E 60TH STREET,10022.0,2123715200,American,2017-03-29,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,22.0,A,2016-02-02,2018-11-12,Cycle Inspection / Initial Inspection
50001062,ZZ CLAM BAR,MANHATTAN,169,THOMPSON ST,10012.0,2122543800,American,2016-10-28,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,32.0,B,2018-03-16,2018-11-12,Cycle Inspection / Initial Inspection
50001103,DECIMO,MANHATTAN,764,10TH AVE,10019.0,2125860888,American,2016-06-27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29.0,C,2016-06-27,2018-11-12,Cycle Inspection / Re-inspection
50001496,MORGAN STANLEY CONFERENCE CENTER,MANHATTAN,1585,BROADWAY,10036.0,2127617419,American,2015-12-11,No violations were recorded at the time of this inspection.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Applicable,0.0,A,2015-12-11,2018-11-12,Cycle Inspection / Initial Inspection
50001649,THE EAST POLE,MANHATTAN,133,EAST 65TH ST,10065.0,2122492222,American,2016-01-26,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,45.0,A,2016-08-17,2018-11-12,Cycle Inspection / Initial Inspection
50001671,HILL AND BAY,MANHATTAN,581,2ND AVENUE,10016.0,2122455554,American,2016-02-16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,2016-02-16,2018-11-12,Cycle Inspection / Initial Inspection
50001700,DARYL ROTH THEATRE,MANHATTAN,101,EAST 15TH STREET,10003.0,2123751110,American,2017-04-05,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11.0,A,2017-04-05,2018-11-12,Cycle Inspection / Re-inspection
50001928,PRET A MANGER,MANHATTAN,106,WEST 32ND STREET,10001.0,2129676760,American,2017-01-27,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7.0,A,2017-01-27,2018-11-12,Cycle Inspection / Initial Inspection
50002450,DUNKIN' DONUTS,MANHATTAN,351,GRAND ST,10002.0,6468959675,American,2017-12-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2017-12-22,2018-11-12,Cycle Inspection / Initial Inspection
50002488,BAR NANA,MANHATTAN,63,GANSEVOORT STREET,10014.0,6469644359,American,2016-06-17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,32.0,B,2017-04-19,2018-11-12,Cycle Inspection / Initial Inspection
50003047,ELI ZABAR,MANHATTAN,922,MADISON AVE,10021.0,6467902333,American,2015-07-27,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,2015-07-27,2018-11-12,Cycle Inspection / Initial Inspection
50003842,T 45,MANHATTAN,135,W 45TH ST,10036.0,6466403775,American,2018-08-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2018-08-22,2018-11-12,Cycle Inspection / Re-inspection
50004346,KFC,MANHATTAN,2755,BROADWAY,10025.0,2126659430,American,2018-03-26,Violations were cited in the following area(s).,16D,"Posted caloric content on the menu(s), menu board(s), food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient, in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.",Not Critical,10.0,A,2015-09-23,2018-11-12,Calorie Posting / Initial Inspection
50004412,BONDURANTS,MANHATTAN,303,E 85TH ST,10028.0,2122491509,American,2015-12-09,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10.0,A,2015-12-09,2018-11-12,Cycle Inspection / Re-inspection
50004623,SCHNIPPERS,MANHATTAN,570,LEXINGTON AVE,10022.0,2128268100,American,2018-08-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2018-08-20,2018-11-12,Cycle Inspection / Re-inspection
50005499,CHECKERS,MANHATTAN,77,CHAMBERS ST,10007.0,2125878888,American,2018-06-25,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,39.0,A,2017-07-05,2018-11-12,Cycle Inspection / Initial Inspection
50006275,GO CATERING,MANHATTAN,58,LISPENARD ST,10013.0,2129244502,American,2018-05-11,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10.0,A,2018-05-11,2018-11-12,Cycle Inspection / Initial Inspection
50008347,THE GREY DOG,MANHATTAN,49,CARMINE ST,10014.0,2124620041,American,2017-07-14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,A,2017-07-14,2018-11-12,Cycle Inspection / Re-inspection
50008437,BLUE RIBBON,MANHATTAN,97,SULLIVAN ST,10012.0,2122740404,American,2016-05-31,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,24.0,A,2018-05-15,2018-11-12,Cycle Inspection / Initial Inspection
50009228,STOUT NYC,MANHATTAN,90,JOHN ST,10038.0,2122409122,American,2016-08-09,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,16.0,A,2017-07-06,2018-11-12,Cycle Inspection / Initial Inspection
50010452,BAR PRIMA,MANHATTAN,331,E 81ST ST,10028.0,6469186917,American,2015-02-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20.0,A,2017-10-14,2018-11-12,Cycle Inspection / Initial Inspection
50012740,EGG SHOP,MANHATTAN,151,ELIZABETH ST,10012.0,6466660810,American,2016-01-06,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22.0,A,2016-10-11,2018-11-12,Cycle Inspection / Initial Inspection
50012934,DIG INN SEASONAL MARKET,MANHATTAN,80,BROAD ST,10004.0,2127764052,American,2016-08-19,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2016-08-19,2018-11-12,Cycle Inspection / Re-inspection
50013994,CAFE PLUS,MANHATTAN,1,W 137TH ST,10037.0,6463440286,American,2017-03-17,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,35.0,A,2016-01-06,2018-11-12,Cycle Inspection / Initial Inspection
50014414,BURGER HEAVEN,MANHATTAN,20,E 49TH ST,10017.0,2127552166,American,2016-10-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,28.0,A,2015-04-21,2018-11-12,Cycle Inspection / Initial Inspection
